	Desulfobulbus_elongatus	KV	AUS-1_2	Desulfomonile_tiedjei	AW-3_4	AR-3	AX-1_4	BRK-cMAG	AW-2	Desulfobulbus_alkaliphilus	AR-4	MAN-1_4	Desulfobulbus_oligotrophicus	GM-3_4	GS	US4	LOE-2	AU-1_5	MAR-mqMAG	AUS-4	ENR-cMAG	AW-1	AUS-3	Desulfovibrio_vulgaris	LOE-1_4_5	SY2	MCF	AX-5	TB	US1	Desulfobulbus_oralis	EH-2	MAR-scMAG	AR-5	F5	A5	UQ	ATG-1	AX-2	Desulfococcus_multivorans	SY1	Desulfobulbus_propionicus	MAR-hqMAG	AS-4_5	AW-5
MAR-scMAG	0.0817746196440867	0.15941674424859065	0.15005391064427268	0.006438604438193176	0.32144387281112236	0.12117650349842538	0.33054095663051847	0.17752723628566702	0.2884037885171555	0.07873506046973176	0.2062122631624666	0.22557960690625536	0.06967527486576323	0.38297537679785987	0.16238072546010537	0.43097474469126157	0.20479100484827725	0.3490151062680142	0.5005629085933616	0.1466587915083742	0.16470842856238446	0.32089102492060634	0.21243983822389825	0.005127032323320562	0.2630947409025481	0.3859656139899717	0.47656813230658546	0.38156147997355755	0.25078068600251957	0.1515804382638466	0.05133534972720772	0.1515291532176336	1.0	0.3298470135171677	0.10725985224999031	0.25060082026627983	0.1044482538791371	0.1981026005199175	0.2659833895342189	0.014155899669763564	0.1465552398839633	0.0857027106478062	0.3156771270166188	0.2706407588027469	0.3183837014650837
AR-5	0.07122935525834441	0.13577951069861255	0.14356861476661362	0.007027510314425789	0.3073550577763214	0.12473442383991842	0.3054827123020273	0.1510523468584964	0.27909444920754417	0.06757421372365954	0.21894605707150816	0.21984268117160014	0.061726665244799	0.37143938677013344	0.14029907244321593	0.41331376617433324	0.2219590982345771	0.31491590971046163	0.4383085047931536	0.15261084564873184	0.1435412132109397	0.30141202758799923	0.2163640960523398	0.008800419215552784	0.2608215664367667	0.34727290960735263	0.4406404619280808	0.3758965181662427	0.23756244800413565	0.16497657449480146	0.045986590187135676	0.16010757229278985	0.46299900139691436	1.0	0.09845689692918957	0.2375511483935485	0.09720207517348434	0.2160047684356678	0.26348121227872184	0.013347947496359407	0.12904889765236466	0.0736135730922373	0.27914670990650986	0.26600272038124884	0.2931763064115403
F5	0.1531380127250959	0.4485961768050592	0.10572062697359959	0.012825953801408498	0.254789759408542	0.16198574503685564	0.26080043788200646	0.47869886489515595	0.2201031357179242	0.13507084701950695	0.19599582742870678	0.16454798938612092	0.1148935977321701	0.21257675542352109	0.7532392106111593	0.24969076849765334	0.1436097727920474	0.2696334381386842	0.2852658484332176	0.08730329165106107	0.7586254765961473	0.2569055091653214	0.16737201102184368	0.02332310966485141	0.1888961101141791	0.280943690119154	0.2881867616619798	0.19969244001928765	0.19565359045680136	0.10238098341000612	0.10723689541204141	0.12120628333481598	0.27540103770329527	0.1552441299843217	1.0	0.17365523251432552	0.409862770906911	0.12853718059063074	0.20287966347453254	0.026183961438279207	0.498426219884988	0.15298502599924413	0.2436863228167236	0.20742733555485168	0.24249415959008624
A5	0.1342475226944692	0.21653622081966226	0.18256785029517866	0.01132975117187576	0.42769385729243764	0.1564917934701315	0.4349591956066072	0.24530132699267443	0.3808523368552741	0.12156571925878008	0.27553115645148446	0.3082334349315135	0.11210766687452528	0.47292301655292723	0.23274239324906318	0.5782825633823063	0.280870888721825	0.4544969335998586	0.5818627822360536	0.18856175440436854	0.23997227904338417	0.42506648561599	0.28389989373957064	0.011784320467468185	0.34568246586359425	0.48142385090127104	0.585342471341737	0.45725785928943435	0.3352497120089826	0.22601369924219025	0.07896878818430648	0.19761720214541167	0.565621642937761	0.3631387038558743	0.15815660495014308	1.0	0.1649260936373897	0.26339133948361704	0.3512397697625944	0.023611378219137367	0.21057631227745044	0.1388199264530191	0.4007251740087378	0.3564789722848712	0.4179691825328834
UQ	0.14573079643886544	0.3925314571903762	0.09417214157240798	0.008789951760624328	0.19412632921680625	0.13222696964907923	0.2043522678527081	0.43837673748297323	0.18035534207813123	0.11740192204938327	0.1471738386050467	0.13184692464573033	0.09076396571316762	0.1755676216708434	0.4939169281827828	0.20995040600847387	0.12689175866766006	0.21380729836919302	0.22895877076136936	0.06797067256677128	0.506599048758645	0.2003523882630062	0.1279825066413805	0.016125572889621385	0.14912109889448294	0.23161108978845416	0.23091543810534396	0.1743842142099203	0.15558139359868753	0.07902960588204307	0.09893963681243838	0.0991531769504587	0.2191227545360817	0.12360822628105268	0.32526066948125737	0.1420789778670821	1.0	0.10203267634464437	0.1638215030215459	0.021366713325657177	0.46627759089096094	0.13635478518050256	0.1925497068761806	0.16874421466145892	0.1879962221268974
ATG-1	0.07038363184541302	0.1311429558367103	0.13608754549860283	0.008828726760911931	0.28294878636021487	0.11005506233179695	0.2890366411977604	0.14589358998154278	0.2577798744083893	0.06958772852414391	0.1942429444942824	0.21019420041038966	0.06146822573493777	0.31964895185654923	0.13800641362741156	0.34719236242150525	0.1845297016941463	0.2907241495756901	0.37192078860807787	0.13947835142966147	0.1402526654705561	0.284864754436436	0.19620112444705665	0.00729298780173436	0.23994970664356935	0.3253014765778864	0.3722797506728122	0.31019413596477663	0.21527541477196566	0.14312017302358193	0.044971759932357885	0.15594001660118992	0.35349707674699166	0.2536762999969066	0.09646444922201255	0.2139636243181654	0.09296021901197142	1.0	0.24137137686763388	0.0138957630876151	0.11831698992586177	0.073522455429414	0.26021656303812085	0.24973287293387364	0.274845072746208
AX-2	0.08203151307220687	0.17915372152863815	0.15727310270338957	0.009277613647193367	0.7672642078846215	0.12552209409447568	0.7636697480860256	0.19306617109819244	0.7233311096286413	0.08387718796658089	0.19618221671590585	0.2788427205438546	0.08142253565869309	0.3319511420311954	0.17507862384446773	0.35094825121509576	0.21888910067028813	0.7722611899996823	0.40432828234696144	0.12954477588233426	0.17662663998221037	0.753872422885098	0.5352482607452588	0.005971600114361955	0.6650122303758061	0.4181860923155119	0.40958670859938373	0.3162365386448108	0.43320594682169067	0.13388131770386608	0.05298039963150036	0.1803440388830649	0.3930919025382001	0.24695288922773911	0.12059722354585596	0.22365735887417007	0.12049302709743004	0.19575875980812604	1.0	0.016753073477556467	0.15481781505130404	0.09409892309158487	0.6646627910670606	0.6420219829092411	0.7566946218113663
Desulfococcus_multivorans	0.04719190588100115	0.011347233468043814	0.008312432562473406	0.022566324414673686	0.01133197306269154	0.006549631326560107	0.011990639087822734	0.020023447163988316	0.010491079844236145	0.03563125115575129	0.010215719294717925	0.010692606961976455	0.023991152555579293	0.010816934382052328	0.017764682754126144	0.0152503065546134	0.009085776045472418	0.013582434016700269	0.01655709097176466	0.0052682061124207135	0.018545207604349755	0.011218866528904105	0.00857993849158972	0.025563871977766488	0.00868361948089487	0.014411433095689923	0.015730560487758463	0.010354409449242994	0.007837340237021026	0.006616956644290723	0.023772120855229024	0.007730068564103577	0.015566286712495759	0.010348799006098777	0.011319405670048492	0.01060575730210396	0.01059363874491245	0.007998023328671429	0.009740851386991312	1.0	0.0199489404790331	0.043915855920229376	0.0124859290085943	0.01032860141077959	0.0112619547322517
SY1	0.1487057622969976	0.3465984446668558	0.08905968176149774	0.007641434874215688	0.18447878142377744	0.10776185812178983	0.18727973695994635	0.41346956324718165	0.1568028430590716	0.1095048731274185	0.1375750861249226	0.11515423987954107	0.09305844720020409	0.16265023915164945	0.4410373882962876	0.2059212556844233	0.11155581483721452	0.2016188452570189	0.2142466946048601	0.060179154111428074	0.44879871120364373	0.18348435300603186	0.11697575300210696	0.019995968051266407	0.13351138133493184	0.2152796584618294	0.2150259668202732	0.14479941055050372	0.1363740649357832	0.06636266486834617	0.09830675993670197	0.09244473464960402	0.21031857747139726	0.11448022650274832	0.2918902524963293	0.13649538020741345	0.33793867513019094	0.09326325592348575	0.14693598656968582	0.025002007054126234	1.0	0.13266574252974453	0.1813488474157171	0.14712866376580444	0.17248034424992373
Desulfobulbus_propionicus	0.5059304976363422	0.07899204256427204	0.03549627466562336	0.015409921780828995	0.07866363056479854	0.04040116629096161	0.08142281058883363	0.10700779284030687	0.06930427800114698	0.3180658532260573	0.061710302193558504	0.05610263485076985	0.3459723059117535	0.0665396460783064	0.09720969222992785	0.08386578048215035	0.0474081543271591	0.08492864113499186	0.09366440032098704	0.030570354287749662	0.09913577019363846	0.07817451735767754	0.050940465524658286	0.03192268480573976	0.060345250578355596	0.09213916672659428	0.09568939130588294	0.06438069415133277	0.05908871771080481	0.03516526652386153	0.14262530735079515	0.03886139429975422	0.08934961183778577	0.049089416073080365	0.0645985104893235	0.06282404723525126	0.07343136539690212	0.04046788714777164	0.06293749865325118	0.049148348503025414	0.10035907243989865	1.0	0.07783208618984706	0.06455385684196425	0.07518142491346409
MAR-hqMAG	0.09431881272190315	0.19719198714808472	0.16213723742918149	0.010109219507415822	0.7427246869056339	0.12670022721016708	0.7494109798030223	0.21342204016379038	0.6638001794664837	0.09632777982541675	0.20467017201722504	0.27204381843714864	0.0887960971482869	0.33868529136865744	0.19229382737936945	0.3745502840515881	0.2178822643880333	0.7873154208986699	0.4311456773304594	0.12694096734611993	0.19478427475478877	0.735839643430889	0.5002844403802699	0.008296203677352232	0.6072890763385727	0.4467144725567131	0.4345011096129651	0.32288384288440275	0.45097034759578675	0.1346816647149298	0.05975176395025326	0.17843291856980453	0.4265946312461412	0.24557453379926192	0.1287542942099509	0.23398168322143895	0.13037913461074901	0.1897582801076799	0.6102666025937106	0.01643906770738565	0.16768545777172297	0.09992084190620154	1.0	0.6221735972765884	0.7175231759035919
AS-4_5	0.08279872793559592	0.1820377552936721	0.14861052262353194	0.0068740522763216915	0.7077719161828134	0.1214650779830112	0.7377535864114467	0.1926659185760825	0.6630246140426846	0.08445228749648848	0.20057519164001011	0.27571018163701466	0.07972534831997789	0.33535690284289943	0.1775908068669128	0.34422813969117205	0.2137710749689201	0.736614377928534	0.39626948023224956	0.13096769086786267	0.178436987336782	0.7240296939192031	0.5808883032467442	0.006088712368482727	0.6234819736554158	0.4139241076070879	0.40091695418488393	0.30968373772130364	0.43438795481036213	0.1340050628039118	0.05373959929040038	0.180723785400438	0.3906758734578392	0.24828536706880416	0.1216286645962251	0.22332832019518645	0.11906373824900242	0.19565238310308594	0.6136087299998293	0.012382606428302035	0.14966219519576848	0.08833335661416064	0.6617991112932189	1.0	0.6926108206181215
AW-5	0.08716862514003859	0.1852567491204725	0.1552313397177085	0.0076153501121653455	0.7716990711508102	0.12611646130661647	0.7747590768464848	0.19699862449158034	0.704176937657464	0.08587828289453828	0.19905097987418716	0.27483602523189854	0.08096016045904866	0.3424528874171908	0.17851636938691412	0.36076301720147536	0.2132581918653454	0.7750280226595813	0.41647095878285884	0.12847541491615316	0.18058844746248132	0.7607296679206514	0.5154612465518905	0.006195913876378759	0.6394207624374738	0.42200526595902044	0.4199146605052177	0.3189036931937883	0.437364462516275	0.13681901052444734	0.05268947307239812	0.17587621798835107	0.4017231657073768	0.24462295141732948	0.1255173098007739	0.2334625966598723	0.1238761426835234	0.19165257938458624	0.6554866888258095	0.01506724093570432	0.1583475252054522	0.0929554425518296	0.6815792139550604	0.6215056841697598	1.0
