	Desulfobulbus_elongatus	KV	AUS-1_2	Desulfomonile_tiedjei	AW-3_4	AR-3	AX-1_4	BRK-cMAG	AW-2	Desulfobulbus_alkaliphilus	AR-4	MAN-1_4	Desulfobulbus_oligotrophicus	GM-3_4	GS	US4	LOE-2	AU-1_5	MAR-mqMAG	AUS-4	ENR-cMAG	AW-1	AUS-3	Desulfovibrio_vulgaris	LOE-1_4_5	SY2	MCF	AX-5	TB	US1	Desulfobulbus_oralis	EH-2	MAR-scMAG	AR-5	F5	A5	UQ	ATG-1	AX-2	Desulfococcus_multivorans	SY1	Desulfobulbus_propionicus	MAR-hqMAG	AS-4_5	AW-5
AR-5	0.7207379228486647	0.7261460501567399	0.7932365652173914	0.7099421212121212	0.7819832627118645	0.7663539448051948	0.7834746567586696	0.7330053351955307	0.7827841003861004	0.7170509567901234	0.7620999132111861	0.7904900096432016	0.7135688356164382	0.8461848463356976	0.7264114548238897	0.8749537811484289	0.8343948513902204	0.7820242570836213	0.8565491255144035	0.7878658620689656	0.7264999402985075	0.7834593758967001	0.783873418217434	0.7079213953488374	0.7839781322314049	0.7869579034307497	0.8577961542390196	0.8587145826036193	0.7876670630630631	0.8783264218958613	0.7139271621621621	0.7978506701030927	0.8647666972920698	1.0	0.7268969827586207	0.8673592314814816	0.7244681720430108	0.8033817399804497	0.7832516178861788	0.7055844615384617	0.7261149918962723	0.7218364387464388	0.7822414921875	0.7834238072289157	0.7840553166421208
F5	0.7233918750000001	0.7490795936794584	0.7312776824034335	0.7031050000000001	0.7207900761904762	0.720047551622419	0.7198894589552238	0.7660761052631578	0.7215084095860567	0.7084081785714286	0.7215947174447175	0.7221148396501458	0.7062830543933053	0.724499589977221	0.9288580608634112	0.7242378823529412	0.7329955016181231	0.7204793873873874	0.7238293321917809	0.7273281720430107	0.9284762131837309	0.7194378260869566	0.7217168732394366	0.6992546153846153	0.7202095907928389	0.720016013864818	0.7225079152542374	0.7250289879518073	0.7163915384615385	0.7219662559241706	0.7129063839285713	0.7337466536964979	0.7226240425531916	0.7227920364741641	1.0	0.7285860281690141	0.7805051050679852	0.7216915441176469	0.7223435697399526	0.6968931578947368	0.7868762423625255	0.7206301875	0.72118174	0.7191300923787529	0.7211201002004007
A5	0.7175660534124628	0.7264552542372882	0.8020438562091503	0.6992349999999999	0.7844426530612246	0.7472505025125628	0.7856679847182427	0.7339622350993378	0.7846967930660889	0.7185225666666668	0.7610053608247423	0.7908165869853917	0.7105903571428571	0.8513333243967829	0.7278963604852687	0.8852861694152924	0.8538328405797101	0.7848270305272895	0.8643444089219331	0.7914746595744682	0.7275389057239058	0.784892193927522	0.7851898297872341	0.7040868750000001	0.7833408939213351	0.7911539423076923	0.8654824999999999	0.8640929174311927	0.7835271639950677	0.8841801109057303	0.711474387755102	0.8056083794466403	0.8572702809415338	0.8662055706214689	0.7286180205655528	1.0	0.7254604830917875	0.8094890092879259	0.7842954524089308	0.6969682258064517	0.728613778625954	0.7177698554913294	0.7859264847848898	0.784441063583815	0.78307746
UQ	0.7227978753541077	0.7437522622950818	0.7298421888412017	0.6785731818181818	0.7158910278372592	0.7127068421052631	0.7159871399594322	0.77447906496063	0.7156742562929062	0.7062914236111111	0.7148084401114205	0.7186378260869565	0.698484954954955	0.7181515925058548	0.782338811002662	0.7195861723446895	0.7300018849840256	0.7152162573099414	0.719974664246824	0.7230854117647058	0.7822118566493954	0.7158381855670103	0.7174998070739551	0.6937399999999999	0.7158953994490358	0.7178026039783001	0.7190705945945948	0.7196504460093897	0.7128741443850268	0.7207605181347151	0.7103307851239669	0.7297423983739837	0.7179406653992396	0.721183431372549	0.779856546184739	0.7245704424778763	1.0	0.7189208064516132	0.7162322613065326	0.6873546428571429	0.7982840955951265	0.7205310240963856	0.7167697391304347	0.717002512195122	0.7156786373626374
ATG-1	0.722431	0.7282192921960073	0.7894001495016612	0.7042755263157894	0.7849054058577406	0.7617533128834356	0.7845879834710745	0.7364598070739551	0.7837140825688073	0.7215917000000001	0.763643983353151	0.7886207488986784	0.71826893129771	0.7981137884471118	0.7304415277777778	0.8021197547302031	0.8023853485424589	0.784321244881245	0.7972366775884666	0.7869937400950872	0.7304893504273504	0.7849560967472894	0.7848628521126761	0.7115224242424242	0.7841884298331698	0.785620065934066	0.7978488728702491	0.7984608365019012	0.7824354999999998	0.8055592715231787	0.7149428717948719	0.7954372727272727	0.799519476546567	0.8043062841530055	0.7288475669099758	0.8112220446927374	0.7286857788944724	1.0	0.782831459353575	0.7050483050847457	0.730510278884462	0.723909458598726	0.7840275457875457	0.7850067234848485	0.7839396977547496
AX-2	0.7122866772151899	0.7250471098265896	0.7750670458135861	0.6956627777777777	0.9770568598679384	0.7498858366533865	0.976781894581644	0.7277007152496627	0.976850328820116	0.7133410185185184	0.7472430698287221	0.7912121542803386	0.7084743729903537	0.781135814138205	0.7204047976011994	0.780370979498861	0.7821919786729857	0.9743495165394402	0.7804181015161504	0.7710984644913628	0.721195650887574	0.9767851249533755	0.9725879258878024	0.7137758333333334	0.9782425494320574	0.7883137810311904	0.7808600065231573	0.7826041501650165	0.8923200126182965	0.7875574708171208	0.7067008252427185	0.7955925774647888	0.7792392535305984	0.7829946201873048	0.7232176180257512	0.7857886737089202	0.7173895268817203	0.7855073868046571	1.0	0.6939868656716418	0.7201362562396006	0.7121574246575343	0.9786124915397632	0.9691336525903352	0.9770594730983304
Desulfococcus_multivorans	0.7111628813559324	0.6838487719298247	0.7327711904761904	0.7036205309734515	0.7166032142857144	0.726493125	0.7144810000000001	0.7060268	0.7161920754716983	0.7065419774011298	0.7140352941176471	0.7232309433962264	0.7176352941176473	0.708364	0.7052429545454545	0.6974870129870129	0.7202434782608697	0.7083957352941175	0.701995238095238	0.7468973076923078	0.7044996739130435	0.7171128571428571	0.7237681395348837	0.7030439062500001	0.7218630232558141	0.686217397260274	0.7079065384615386	0.7144271153846156	0.6989143589743588	0.7111908823529413	0.7114547058823532	0.732356923076923	0.7094955128205129	0.7218048076923077	0.70415875	0.7060872222222223	0.6792561818181818	0.72551775	0.7161667346938775	1.0	0.6860889000000002	0.7065932126696832	0.7160504761904763	0.7185005882352941	0.7181932142857143
SY1	0.7290392060085837	0.7449274574669188	0.7353236236933798	0.6889970833333332	0.7172177068965517	0.7143027034883721	0.7180477589134125	0.7776995676541233	0.718351814516129	0.7119264244186048	0.7178870669745957	0.7165493370165747	0.7029931525423728	0.7194860314341847	0.797444358390281	0.7227228188976378	0.730554985915493	0.7176610935023772	0.7220525602409639	0.7268937113402062	0.7980465201192251	0.7181293425605537	0.715446334231806	0.7004526153846155	0.7157189548693585	0.7207012369597615	0.722269039039039	0.7219151096491229	0.7181976279069768	0.7216208612440191	0.7196317041800644	0.7312240878378377	0.7203968195718654	0.7210385714285714	0.7839183845278727	0.7277437939110071	0.7970457843137255	0.7215482943143813	0.7166496120689655	0.6944076829268292	1.0	0.7276106506024097	0.7197324119718311	0.7155919784946236	0.7180704419889503
Desulfobulbus_propionicus	0.7867887076167077	0.7066967055393586	0.7323347435897438	0.696846567164179	0.7135694674556213	0.7133022471910111	0.7133064102564103	0.7270414565217391	0.714397342192691	0.7465474521805662	0.7137270000000001	0.7152990204081633	0.7366356417489422	0.7154548442906575	0.7217443645083934	0.7191313296398891	0.7278596097560975	0.7131235890410961	0.7156005985037408	0.7283701503759399	0.7215620892018779	0.7140586011904761	0.7131261777777778	0.7056355000000001	0.7135436882129278	0.7099686582278482	0.7144182038834951	0.7156049103942652	0.7088078210116732	0.7200087012987014	0.7296084271523179	0.7311922352941177	0.7164768668407311	0.7217449065420561	0.7229728776978418	0.7198387407407408	0.7172177500000001	0.7216262146892655	0.7135456934306571	0.7032523113207547	0.725822702078522	1.0	0.715495975975976	0.712941205673759	0.7135767484662577
MAR-hqMAG	0.7117009117647058	0.7235625213675215	0.7765528424657535	0.7044375675675675	0.978801975873544	0.7414703679653679	0.9778342250618303	0.7281679473684212	0.977365043678161	0.7120720520231214	0.7427466484268126	0.789370209205021	0.7079660747663552	0.7783447128378379	0.7204280145985402	0.7796345616757175	0.7830452387096776	0.9763515106215579	0.778232085308057	0.7685215502183406	0.7205434005763689	0.9777411036789297	0.9750501011904761	0.7110645161290322	0.9794066146881288	0.7879029588504246	0.7793906563965171	0.7793407590467785	0.8920864920424404	0.7872948008385744	0.709004930875576	0.7939029559748428	0.776820956284153	0.7797026376146787	0.7209096544276458	0.7838818541409147	0.7153762288135593	0.7778871597633136	0.9777279524045612	0.709211475409836	0.7208750333333334	0.7157009722222223	1.0	0.9718526233512458	0.9770786051502147
AS-4_5	0.7106660371517027	0.7237069460227272	0.7798726151315789	0.6989769230769232	0.9692505118110236	0.7535115384615385	0.9698248887212373	0.7276405200000001	0.9689932847626979	0.7125396374622358	0.747395	0.7933507996237066	0.7099631818181819	0.7807903030303031	0.7214720583941605	0.7810385670731708	0.7824088095238095	0.9679492778827978	0.7805069852941177	0.7738280192307693	0.7215344782608696	0.9702137586206895	0.9788426382380507	0.7059184	0.9694981501103753	0.7889414503816795	0.7810840474620964	0.7826845583333334	0.8943214865708932	0.7881982170542635	0.7066316037735849	0.7936795524475524	0.7777661449864499	0.7841518472652219	0.722696247379455	0.7866972716763008	0.7190131914893617	0.7896740845070422	0.9682221539830884	0.700758163265306	0.7204960205831905	0.714189215116279	0.9710278341013825	1.0	0.9687652936476228
AW-5	0.7100174709302327	0.7233463106796117	0.7745365916398714	0.6953933333333333	0.9780430800293686	0.7469687722772278	0.9767870676416819	0.7258496493506493	0.9767513777955273	0.7117330294117648	0.7448980000000001	0.7895387404580152	0.7086097160883281	0.7770496076923077	0.7206856772334294	0.7795925276344879	0.7797854136253042	0.9741487262773723	0.7782246718146719	0.7716022113502936	0.7210883594864478	0.9772076865948758	0.9724541621911924	0.7002750000000001	0.9783967193675891	0.7879270044331855	0.7785032506361322	0.7798116652926628	0.8916975376884423	0.784524465648855	0.7060972769953051	0.7947404810495627	0.776237103861518	0.7807562778366913	0.7199591206543968	0.7839882539682539	0.7156084536082473	0.7836529333333334	0.9776131502767135	0.6986979365079367	0.7177995299837926	0.7121582967032967	0.9785680100125157	0.9684163607737292	1.0
